ProbesetID	Num_matched_probes	RefSeq	UniGene	RIKEN	EntrezGene	Symbol	Description	Ensembl_representative	Cross_hyb_EntrezGeneIDs
gnf1h04023_at						COL4A4	collagen, type IV, alpha 4		
gnf1h04024_x_at						COL4A4	collagen, type IV, alpha 4		
gnf1h04025_at	11	NM_014689	Hs.46578		55619	DOCK10	dedicator of cytokinesis 10	ENST00000258390	
gnf1h04026_at	11	NM_014689	Hs.46578		55619	DOCK10	dedicator of cytokinesis 10		
gnf1h04027_s_at	11	NM_014689	Hs.46578		55619	DOCK10	dedicator of cytokinesis 10		
gnf1h04028_at						KIAA1486	KIAA1486 protein		
gnf1h04029_x_at						KIAA1486	KIAA1486 protein		
gnf1h04030_at	11	NM_032276	Hs.471514		84236	RHBDD1	rhomboid domain containing 1	ENST00000341329	
gnf1h04031_s_at	11	NM_032276			84236	RHBDD1	rhomboid domain containing 1	ENST00000341329	
gnf1h04032_at							Gene:ENSG00000144469 Clone:AC064853 Contig:AC064853.6.1.137247 Chr:chr2 basepair:238057227		
gnf1h04033_x_at							Gene:ENSG00000144471 Clone:AC019047 Contig:AC019047.6.1320.31127 Chr:chr2 basepair:247688885		
gnf1h04034_at	10	NM_198582			377007	FLJ43374	FLJ43374 protein		
gnf1h04035_x_at							Gene:ENSG00000144483 Clone:AC016757 Contig:AC016757.10.1.158170 Chr:chr2 basepair:249769308		
gnf1h04036_x_at							Gene:ENSG00000144487 Clone:AC079611 Contig:AC079611.6.1.180783 Chr:chr2 basepair:248323868		
gnf1h04037_at							Gene:ENSG00000144488 Clone:AC016757 Contig:AC016757.10.1.158170 Chr:chr2 basepair:249705474		
gnf1h04038_x_at							Gene:ENSG00000144488 Clone:AC016757 Contig:AC016757.10.1.158170 Chr:chr2 basepair:249705474		
gnf1h04039_x_at	11	NM_194312	Hs.127724		339768	LOC339768	hypothetical protein LOC339768	ENST00000343063	
gnf1h04040_at	11		Hs.361778		339766	LOC339766	hypothetical protein LOC339766	ENST00000389758	
gnf1h04041_x_at							Gene:ENSG00000130296 Clone:AC005237 Contig:AC005237.2.1.175179 Chr:chr2 basepair:252699981		
gnf1h04042_x_at							Gene:ENSG00000130296 Clone:AC005237 Contig:AC005237.2.1.175179 Chr:chr2 basepair:252699981		
gnf1h04043_x_at							Gene:ENSG00000130296 Clone:AC005237 Contig:AC005237.2.1.175179 Chr:chr2 basepair:252699981		
gnf1h04044_s_at							Gene:ENSG00000130296 Clone:AC005237 Contig:AC005237.2.1.175179 Chr:chr2 basepair:252699981		
gnf1h04045_x_at							Gene:ENSG00000130296 Clone:AC005237 Contig:AC005237.2.1.175179 Chr:chr2 basepair:252699981		
gnf1h04046_x_at							Gene:ENSG00000130296 Clone:AC005237 Contig:AC005237.2.1.175179 Chr:chr2 basepair:252699981		
gnf1h04047_at							Gene:ENSG00000144500 Clone:AC025684 Contig:AC025684.2.19603.24047 Chr:chr2 basepair:251734277		
gnf1h04048_x_at							Gene:ENSG00000144500 Clone:AC025684 Contig:AC025684.2.19603.24047 Chr:chr2 basepair:251734277		
gnf1h04049_x_at							Gene:ENSG00000144503 Clone:AC016999 Contig:AC016999.5.92869.119179 Chr:chr2 basepair:250022754		
gnf1h04050_x_at	11	NM_001033575	Hs.369297		285193	LOC285193	similar to RIKEN cDNA 0710001B24	ENST00000343217	
gnf1h04051_x_at							Gene:ENSG00000144512 Clone:AC011973 Contig:AC011973.3.2567.3567 Chr:chr2 basepair:250271592		
gnf1h04052_at							Gene:ENSG00000144515 Clone:AC068080 Contig:AC068080.2.59868.68833 Chr:chr2 basepair:252088659		
gnf1h04053_at							Gene:ENSG00000144516 Clone:AC017028 Contig:AC017028.11.1.201971 Chr:chr2 basepair:250553028		
gnf1h04054_at							Gene:ENSG00000144535 Clone:AC024062 Contig:AC024062.27.93982.127838 Chr:chr2 basepair:243331416		
gnf1h04055_at	10		Hs.570310		646960		Gene:ENSG00000144536 Clone:AF307337 Contig:AF307337.1.1.210301 Chr:chr2 basepair:243756846		
gnf1h04056_at	11	NM_145236	Hs.299329		93010	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	ENST00000287590	
gnf1h04057_at							Gene:ENSG00000144542 Clone:AF307337 Contig:AF307337.1.1.210301 Chr:chr2 basepair:243650761		
gnf1h04058_s_at							Gene:ENSG00000144542 Clone:AF307337 Contig:AF307337.1.1.210301 Chr:chr2 basepair:243650761		
gnf1h04059_at						SYN2	synapsin II		
gnf1h04060_x_at						SYN2	synapsin II		
gnf1h04061_s_at	11	NM_153635	Hs.121335		151835	CPNE9	copine family member IX		
gnf1h04062_x_at							Gene:ENSG00000144553 Clone:AC090958 Contig:AC090958.1.1.193327 Chr:chr3 basepair:14088013		
gnf1h04063_x_at	11	XM_001128967					Gene:ENSG00000144565 Clone:AC026148 Contig:AC026148.2.83463.107593 Chr:chr3 basepair:26549136		
gnf1h04064_at	11		Hs.203717		2335	FN1	fibronectin 1		
gnf1h04065_at	9	NM_024506	Hs.181173		79411	GLB1L	galactosidase, beta 1-like		
gnf1h04066_at							Gene:ENSG00000144578 Clone:AC009492 Contig:AC009492.4.1.212549 Chr:chr2 basepair:227375608		
gnf1h04067_x_at							Gene:ENSG00000144578 Clone:AC009492 Contig:AC009492.4.1.212549 Chr:chr2 basepair:227375608		
gnf1h04068_at	8		Hs.134585		26154	ABCA12	ATP-binding cassette, sub-family A (ABC1), member 12		
gnf1h04069_s_at	11		Hs.134585		26154	ABCA12	ATP-binding cassette, sub-family A (ABC1), member 12		
gnf1h04070_at							Gene:ENSG00000144585 Clone:AC053503 Contig:AC053503.6.46053.183674 Chr:chr2 basepair:229861764		
gnf1h04071_at	9		Hs.531367		344875	LOC344875	similar to RIKEN cDNA E330026B02		
gnf1h04072_at						NR2C2	nuclear receptor subfamily 2, group C, member 2		
gnf1h04073_x_at						NR2C2	nuclear receptor subfamily 2, group C, member 2		
gnf1h04074_at							Gene:ENSG00000144614 Clone:AC090937 Contig:AC090937.1.1.160696 Chr:chr3 basepair:20629896		
gnf1h04075_x_at							Gene:ENSG00000144614 Clone:AC090937 Contig:AC090937.1.1.160696 Chr:chr3 basepair:20629896		
gnf1h04076_at							Gene:ENSG00000144627 Clone:AC024898 Contig:AC024898.13.170694.173912 Chr:chr3 basepair:2027393		
gnf1h04077_at							Gene:ENSG00000144634 Clone:AC011323 Contig:AC011323.18.158535.161295 Chr:chr3 basepair:31588101		
gnf1h04078_s_at							Gene:ENSG00000144634 Clone:AC011323 Contig:AC011323.18.158535.161295 Chr:chr3 basepair:31588101		
gnf1h04079_at							Gene:ENSG00000144637 Clone:AC092024 Contig:AC092024.1.26962.68235 Chr:chr3 basepair:38174155		
gnf1h04080_at							Gene:ENSG00000144636 Clone:AC024247 Contig:AC024247.4.1.156178 Chr:chr3 basepair:31840812		
gnf1h04081_x_at							Gene:ENSG00000144636 Clone:AC024247 Contig:AC024247.4.1.156178 Chr:chr3 basepair:31840812		
gnf1h04082_at							Gene:ENSG00000144640 Clone:AC026763 Contig:AC026763.10.64131.88986 Chr:chr3 basepair:39154208		
gnf1h04083_s_at	11		Hs.440494		112616	CMTM7	CKLF-like MARVEL transmembrane domain containing 7		
gnf1h04084_at							Gene:ENSG00000144641 Clone:AC020625 Contig:AC020625.12.37614.59467 Chr:chr3 basepair:38151620		
gnf1h04085_s_at	8						ENST00000342748 transcript (in rel.42.36d)	ENST00000342748	
gnf1h04086_at							Gene:ENSG00000144644 Clone:AC026959 Contig:AC026959.3.98506.112081 Chr:chr3 basepair:37351300		
gnf1h04087_at	11		Hs.563159		54986	ULK4	unc-51-like kinase 4 (C. elegans)	ENST00000301831	
gnf1h04088_s_at	11		Hs.563159		54986	ULK4	unc-51-like kinase 4 (C. elegans)	ENST00000301831	
gnf1h04089_s_at	11		Hs.146346		26172	C3orf41	chromosome 3 open reading frame 41	ENST00000273146	
gnf1h04090_at							Gene:ENSG00000144658 Clone:AC021208 Contig:AC021208.5.12314.16481 Chr:chr3 basepair:46194288		
gnf1h04091_at							Gene:ENSG00000144662 Clone:AC092058 Contig:AC092058.1.163380.201176 Chr:chr3 basepair:45712864		
gnf1h04092_x_at							Gene:ENSG00000144662 Clone:AC092058 Contig:AC092058.1.163380.201176 Chr:chr3 basepair:45712864		
gnf1h04093_at							Gene:ENSG00000144663 Clone:AC021208 Contig:AC021208.5.191151.192651 Chr:chr3 basepair:46247768		
gnf1h04094_at							Gene:ENSG00000144664 Clone:AC021208 Contig:AC021208.5.194935.197892 Chr:chr3 basepair:46251689		
gnf1h04095_at	10	NM_207404	Hs.293388		389114	ZNF662	zinc finger protein 662	ENST00000328199	
gnf1h04096_at						ITGA9	integrin, alpha 9		
gnf1h04097_s_at	11	NM_002207			3680	ITGA9	integrin, alpha 9	ENST00000264741	
gnf1h04098_at							Gene:ENSG00000144679 Clone:AC016943 Contig:AC016943.7.1.175992 Chr:chr3 basepair:41692251		
gnf1h04099_at	11		Hs.631907		85443	DCAMKL3	doublecortin and CaM kinase-like 3	ENST00000295943	
gnf1h04100_at	11	NM_024923	Hs.475525		23225	NUP210	nucleoporin 210kDa		
gnf1h04101_at	10	NM_173659			285367	RPUSD3	RNA pseudouridylate synthase domain containing 3		
gnf1h04102_s_at	11	NM_173659			285367	RPUSD3	RNA pseudouridylate synthase domain containing 3		
gnf1h04103_at	9	NM_024923	Hs.475525		23225	NUP210	nucleoporin 210kDa		
gnf1h04104_s_at	11	NM_024923	Hs.475525		23225	NUP210	nucleoporin 210kDa		
gnf1h04105_at							Gene:ENSG00000144690 Clone:AC027124 Contig:AC027124.4.1.208983 Chr:chr3 basepair:18817716		
gnf1h04106_x_at							Gene:ENSG00000144690 Clone:AC027124 Contig:AC027124.4.1.208983 Chr:chr3 basepair:18817716		
gnf1h04107_s_at	11	NM_153635	Hs.121335		151835	CPNE9	copine family member IX		
gnf1h04108_at							Gene:ENSG00000144715 Clone:AC069271 Contig:AC069271.4.1.229402 Chr:chr3 basepair:18424241		
gnf1h04109_x_at							Gene:ENSG00000144715 Clone:AC069271 Contig:AC069271.4.1.229402 Chr:chr3 basepair:18424241		
gnf1h04110_at							Gene:ENSG00000144716 Clone:AC026196 Contig:AC026196.3.129775.144971 Chr:chr3 basepair:16382952		
gnf1h04111_s_at	11		Hs.390823		132014	IL17RE	interleukin 17 receptor E		
gnf1h04112_at						KIAA0930	KIAA0930 protein		
gnf1h04113_x_at						KIAA0930	KIAA0930 protein		
gnf1h04114_s_at						DKFZP564A043	DKFZP564A043 protein		
gnf1h04115_x_at	11	NM_001457	Hs.476448		2317	FLNB	filamin B, beta (actin binding protein 278)		
gnf1h04116_s_at	11	NM_002012			2272	FHIT	fragile histidine triad gene	ENST00000341848	
gnf1h04117_at							Gene:ENSG00000144735 Clone:AC027603 Contig:AC027603.3.103985.118669 Chr:chr3 basepair:82063816		
gnf1h04118_at	11	NM_021935	Hs.528665		60675	PROK2	prokineticin 2		
gnf1h04119_at						LIG1	ortholog of mouse integral membrane glycoprotein LIG-1		
gnf1h04120_at							Gene:ENSG00000144742 Clone:AC020744 Contig:AC020744.4.1.168363 Chr:chr3 basepair:76442977		
gnf1h04121_at	11	NM_198271	Hs.350621		56203	LMOD3	leiomodin 3 (fetal)	ENST00000295572	
gnf1h04122_at	11	NM_198271			56203	LMOD3	leiomodin 3 (fetal)	ENST00000295572	
gnf1h04123_x_at							Gene:ENSG00000144754 Clone:AL592170 Contig:AL592170.4.1.40504 Chr:chr3 basepair:86070362		
gnf1h04124_at							Gene:ENSG00000144768 Clone:AC006254 Contig:AC006254.10.1.133475 Chr:chr3 basepair:60278299		
gnf1h04125_at							Gene:ENSG00000144776 Clone:AC023602 Contig:AC023602.5.1.96959 Chr:chr3 basepair:117716935		
gnf1h04126_at							Gene:ENSG00000144778 Clone:AC046144 Contig:AC046144.12.1.125491 Chr:chr3 basepair:115179392		
gnf1h04127_s_at	11	NM_153605	Hs.643583		131544	DKFZp667G2110	hypothetical protein DKFZp667G2110		
gnf1h04128_x_at	11	NM_153605	Hs.643583		131544	DKFZp667G2110	hypothetical protein DKFZp667G2110		
gnf1h04129_x_at							Gene:ENSG00000144784 Clone:AC022941 Contig:AC022941.2.15068.17229 Chr:chr3 basepair:91058302		
gnf1h04130_x_at							Gene:ENSG00000144784 Clone:AC022941 Contig:AC022941.2.11977.14967 Chr:chr3 basepair:91058302		
gnf1h04131_x_at							Gene:ENSG00000144784 Clone:AC022941 Contig:AC022941.2.15068.17229 Chr:chr3 basepair:91058302		
gnf1h04132_at							Gene:ENSG00000144805 Clone:AC078783 Contig:AC078783.13.1.110042 Chr:chr3 basepair:110956469		
gnf1h04133_at	11	NM_024548	Hs.444135		79598	LRRIQ2	leucine-rich repeats and IQ motif containing 2		
gnf1h04134_at	11		Hs.301956			ZNF-U69274	Homo sapiens, clone IMAGE:4402152	ENST00000309829	
gnf1h04135_s_at						POL1_HUMAN	Retrovirus-related POL polyprotein [Contains: Reverse transcriptase (EC 2.7.7.49) Endonuclease].		
gnf1h04136_at							Gene:ENSG00000144822 Clone:AC021983 Contig:AC021983.2.81904.100152 Chr:chr3 basepair:123959498		
gnf1h04137_x_at							Gene:ENSG00000144822 Clone:AC021983 Contig:AC021983.2.81904.100152 Chr:chr3 basepair:123959498		
gnf1h04138_at	11	NM_020235			56987	BBX	bobby sox homolog (Drosophila)		
gnf1h04139_at							Gene:ENSG00000144828 Clone:AC012020 Contig:AC012020.17.1.177835 Chr:chr3 basepair:120531573		
gnf1h04140_x_at							Gene:ENSG00000144828 Clone:AC012020 Contig:AC012020.17.1.177835 Chr:chr3 basepair:120531573		
gnf1h04141_at							Gene:ENSG00000144829 Clone:AC060225 Contig:AC060225.12.1.172464 Chr:chr3 basepair:124817258		
gnf1h04142_s_at	11	NM_145753			90102	PHLDB2	pleckstrin homology-like domain, family B, member 2		
gnf1h04143_x_at							Gene:ENSG00000144829 Clone:AC060225 Contig:AC060225.12.1.172464 Chr:chr3 basepair:124817258		
gnf1h04144_at							Gene:ENSG00000144831 Clone:AC060225 Contig:AC060225.12.1.172464 Chr:chr3 basepair:124834691		
gnf1h04145_s_at	11	NM_145753			90102	PHLDB2	pleckstrin homology-like domain, family B, member 2		
gnf1h04146_s_at	11		Hs.591308		57650	KIAA1524	KIAA1524		
gnf1h04147_at	11		Hs.632567		643722	LOC643722	poliovirus receptor-related 2 (herpesvirus entry mediator B)		
gnf1h04148_at	11						ENST00000273375 transcript (in rel.42.36d)	ENST00000273375	
gnf1h04149_x_at	11						ENST00000273375 transcript (in rel.42.36d)	ENST00000273375	
gnf1h04150_at							Gene:ENSG00000144841 Clone:AC063952 Contig:AC063952.13.1.148306 Chr:chr3 basepair:134676567		
gnf1h04151_s_at							Gene:ENSG00000144841 Clone:AC063952 Contig:AC063952.13.1.148306 Chr:chr3 basepair:134676567		
gnf1h04152_at	11		Hs.112873		152404	IGSF11	immunoglobulin superfamily, member 11	ENST00000354673	
gnf1h04153_at	11		Hs.518084		116064	LRRC58	leucine rich repeat containing 58	ENST00000295628	
gnf1h04154_s_at	11		Hs.518084		116064	LRRC58	leucine rich repeat containing 58	ENST00000295628	
gnf1h04155_at	11	NM_033364			89876	C3orf15	chromosome 3 open reading frame 15		
gnf1h04156_at	11		Hs.621378				PRO2591	ENST00000322112	
gnf1h04157_at							Gene:ENSG00000144860 Clone:AC010210 Contig:AC010210.18.153021.154116 Chr:chr3 basepair:150007107		
gnf1h04158_s_at							Gene:ENSG00000144898 Clone:AC012014 Contig:AC012014.9.200161.201199 Chr:chr3 basepair:170536273		
gnf1h04159_at							Gene:ENSG00000144863 Clone:AC073157 Contig:AC073157.8.55336.63956 Chr:chr3 basepair:153276507		
gnf1h04160_at	11	NM_032169	Hs.441378		84129	ACAD11	acyl-Coenzyme A dehydrogenase family, member 11		
gnf1h04161_at	11					RAB7	ENST00000309047 transcript (in rel.42.36d)	ENST00000309047	
gnf1h04162_at	11	NM_178177			349565	NMNAT3	nicotinamide nucleotide adenylyltransferase 3		
gnf1h04163_at	11	NM_031913			83850	FAM62C	family with sequence similarity 62 (C2 domain containing), member C		
gnf1h04164_x_at							Gene:ENSG00000144907 Clone:AC011199 Contig:AC011199.22.1.152135 Chr:chr3 basepair:144348317		
gnf1h04165_at	11	NM_022776	Hs.477440		114885	OSBPL11	oxysterol binding protein-like 11	ENST00000296220	
gnf1h04166_at							Gene:ENSG00000144911 Clone:AF186996 Contig:AF186996.3.1.63722 Chr:chr3 basepair:142581766		
gnf1h04167_at	10		Hs.440049		79364	ZXDC	ZXD family zinc finger C		
gnf1h04168_at						ITGB5	integrin, beta 5		
gnf1h04169_x_at						ITGB5	integrin, beta 5		
gnf1h04170_at							Gene:ENSG00000144922 Clone:AC055741 Contig:AC055741.25.234629.236226 Chr:chr3 basepair:141267492		
gnf1h04171_x_at							Gene:ENSG00000144922 Clone:AC055741 Contig:AC055741.25.234629.236226 Chr:chr3 basepair:141267492		
gnf1h04172_at							Gene:ENSG00000144923 Clone:AC026957 Contig:AC026957.3.117690.132292 Chr:chr3 basepair:142809342		
gnf1h04173_s_at							Gene:ENSG00000144923 Clone:AC026957 Contig:AC026957.3.117690.132292 Chr:chr3 basepair:142809342		
gnf1h04174_at							Gene:ENSG00000144937 Clone:AC009896 Contig:AC009896.3.103773.130197 Chr:chr3 basepair:161284367		
gnf1h04175_at	11		Hs.633781		253461	ZBTB38	zinc finger and BTB domain containing 38	ENST00000321464	
gnf1h04176_at						TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)		
gnf1h04177_at	9	NM_173653			285195	SLC9A9	solute carrier family 9 (sodium/hydrogen exchanger), member 9		
gnf1h04178_s_at							Gene:ENSG00000144955 Clone:AC058798 Contig:AC058798.1.61239.66881 Chr:chr3 basepair:187597545		
gnf1h04179_at							Gene:ENSG00000144965 Clone:AC008041 Contig:AC008041.5.1.178896 Chr:chr3 basepair:194935004		
gnf1h04180_at	11		Hs.319484		344657	LOC344657	similar to RIKEN cDNA 4930558O21	ENST00000340806	
gnf1h04181_at	11		Hs.319484		344657	LOC344657	similar to RIKEN cDNA 4930558O21	ENST00000340806	
gnf1h04182_at	11	NM_207015	Hs.416922		254827	NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	ENST00000316366	
gnf1h04183_x_at	11	NM_207015	Hs.416922		254827	NAALADL2	N-acetylated alpha-linked acidic dipeptidase-like 2	ENST00000316366	
gnf1h04184_at	11		Hs.512661		57461	KIAA1160	KIAA1160 protein	ENST00000273541	
gnf1h04185_at							Gene:ENSG00000144985 Clone:AL449215 Contig:AL449215.3.1.134296 Chr:chr3 basepair:146378183		
gnf1h04186_at							Gene:ENSG00000144989 Clone:AC022993 Contig:AC022993.4.90782.133861 Chr:chr3 basepair:146617708		
gnf1h04187_x_at							Gene:ENSG00000144989 Clone:AC022993 Contig:AC022993.4.90782.133861 Chr:chr3 basepair:146617708		
gnf1h04188_at							Gene:ENSG00000144996 Clone:AL449215 Contig:AL449215.3.1.134296 Chr:chr3 basepair:146293098		
gnf1h04189_at							Gene:ENSG00000144998 Clone:AC023598 Contig:AC023598.14.43084.55207 Chr:chr3 basepair:146476370		
gnf1h04190_s_at							Gene:ENSG00000144998 Clone:AC023598 Contig:AC023598.14.43084.55207 Chr:chr3 basepair:146476370		
gnf1h04191_at							Gene:ENSG00000144999 Clone:AC011311 Contig:AC011311.11.1.187628 Chr:chr3 basepair:145913265		
gnf1h04192_at							Gene:ENSG00000145002 Clone:AC022945 Contig:AC022945.3.113318.124323 Chr:chr3 basepair:148362451		
gnf1h04193_at	9		Hs.591282		131873	LOC131873	hypothetical protein LOC131873	ENST00000360665	
gnf1h04194_s_at	11		Hs.591282		131873	LOC131873	hypothetical protein LOC131873	ENST00000360665	
gnf1h04195_at							Gene:ENSG00000145007 Clone:AC022179 Contig:AC022179.3.27954.34827 Chr:chr3 basepair:217830872		
gnf1h04196_x_at							Gene:ENSG00000145007 Clone:AC022179 Contig:AC022179.3.27954.34827 Chr:chr3 basepair:217830872		
gnf1h04197_at						STXBP-TOM	tomosyn		
gnf1h04198_s_at	11		Hs.477315		9515	STXBP5L	syntaxin binding protein 5-like	ENST00000273666	
gnf1h04199_x_at						STXBP-TOM	tomosyn		
gnf1h04200_at	11						ENST00000320647 transcript (in rel.42.36d)	ENST00000320647	
gnf1h04201_at						FLJ20986	hypothetical protein FLJ20986		
gnf1h04202_at	11		Hs.478729		93109	TMEM44	transmembrane protein 44		
gnf1h04203_s_at	11		Hs.478729		93109	TMEM44	transmembrane protein 44		
gnf1h04204_at							Gene:ENSG00000145015 Clone:AC083982 Contig:AC083982.2.17457.42445 Chr:chr3 basepair:227501549		
gnf1h04205_x_at							Gene:ENSG00000145015 Clone:AC083982 Contig:AC083982.2.17457.42445 Chr:chr3 basepair:227501549		
gnf1h04206_x_at							Gene:ENSG00000145045 Clone:AC005903 Contig:AC005903.3.1.60660 Chr:chr3 basepair:55864930		
gnf1h04207_at							Gene:ENSG00000145078 Clone:AC068644 Contig:AC068644.5.137813.145548 Chr:chr3 basepair:209799319		
gnf1h04208_x_at							Gene:ENSG00000145080 Clone:AC025802 Contig:AC025802.3.146833.171052 Chr:chr3 basepair:206634316		
gnf1h04209_at	11	NM_018456	Hs.477325		55840	EAF2	ELL associated factor 2	ENST00000273668	
gnf1h04210_s_at	11	NM_018456			55840	EAF2	ELL associated factor 2	ENST00000273668	
gnf1h04211_at	11	NM_175924	Hs.98484		286676	ILDR1	immunoglobulin-like domain containing receptor 1	ENST00000273691	
gnf1h04212_at	10						ENST00000273695 transcript (in rel.42.36d)	ENST00000273695	
gnf1h04213_s_at	11	NM_001290			9079	LDB2	LIM domain binding 2		
gnf1h04214_at							Gene:ENSG00000145118 Clone:AC011322 Contig:AC011322.16.17697.36436 Chr:chr3 basepair:224530566		
gnf1h04215_at							Gene:ENSG00000145119 Clone:AC016953 Contig:AC016953.9.127662.139231 Chr:chr3 basepair:223373385		
gnf1h04216_x_at							Gene:ENSG00000145119 Clone:AC016953 Contig:AC016953.9.127662.139231 Chr:chr3 basepair:223373385		
gnf1h04217_at							Gene:ENSG00000145122 Clone:AC009861 Contig:AC009861.3.46736.63721 Chr:chr3 basepair:224523419		
gnf1h04218_x_at							Gene:ENSG00000145122 Clone:AC009861 Contig:AC009861.3.46736.63721 Chr:chr3 basepair:224523419		
gnf1h04219_at	11	NM_001039617	Hs.111591		131540	ZDHHC19	zinc finger, DHHC-type containing 19	ENST00000296326	
gnf1h04220_x_at	11	NM_001039617	Hs.111591		131540	ZDHHC19	zinc finger, DHHC-type containing 19	ENST00000296326	
gnf1h04221_at							Gene:ENSG00000145138 Clone:AC092437 Contig:AC092437.2.111505.162388 Chr:chr4 basepair:5149546		
gnf1h04222_s_at							Gene:ENSG00000145138 Clone:AC092437 Contig:AC092437.2.111505.162388 Chr:chr4 basepair:5149546		
gnf1h04223_x_at							Gene:ENSG00000145138 Clone:AC092437 Contig:AC092437.2.111505.162388 Chr:chr4 basepair:5149546		
gnf1h04224_at	11		Hs.6815		93622	LOC93622	hypothetical protein BC006130		
gnf1h04225_x_at	10		Hs.6815		93622	LOC93622	hypothetical protein BC006130		
gnf1h04226_s_at	11	NM_018401	Hs.133062		55351	STK32B	serine/threonine kinase 32B	ENST00000282908	
gnf1h04227_at							Gene:ENSG00000145145 Clone:AC013609 Contig:AC013609.3.105192.138384 Chr:chr4 basepair:24628392		
gnf1h04228_at	11		Hs.99195		166647	GPR125	G protein-coupled receptor 125		
gnf1h04229_at	8		Hs.444955		150159	LOC150159	CG10806-like	ENST00000296422	
gnf1h04230_x_at							Gene:ENSG00000145156 Clone:AC006453 Contig:AC006453.3.1.155313 Chr:chr4 basepair:10261762		
gnf1h04231_at							Gene:ENSG00000145157 Clone:AC009528 Contig:AC009528.7.90490.115831 Chr:chr4 basepair:11230266		
