#UniProt	Protein name					  Target ID	    Compound Key  Compound ID	    Compound Name	   First Approval Withdrawn Flag	Description of mech. of action.	   Action Type
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     RG3487        CHEMBL3544952     RG3487                                 0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin 3 (5-HT3) receptor                        CHEMBL2094132     TEDATIOXETIN  CHEMBL2104986     TEDATIOXETINE                          0   Serotonin 3 (5-HT3) receptor antagonist             ANTAGONIST                    
A5X5Y0        Serotonin (5-HT) receptor                           CHEMBL2096904                                                                                                                                                                  
A8MPY1        GABA-C receptor                                     CHEMBL2109242                                                                                                                                                                  
O00305        Voltage-gated calcium channel                       CHEMBL2363032     ATAGABALIN    CHEMBL593430      ATAGABALIN                             0   Voltage-gated calcium channel modulator             MODULATOR                     
P35372        Opioid receptors; mu/kappa/delta                    CHEMBL2095181     NALOXONE HYD  CHEMBL1718        Naloxone Hydrochloride          1971   0   Opioid receptors; mu/kappa/delta antagonist         ANTAGONIST                    
P35372        Opioid receptors; mu/kappa/delta                    CHEMBL2095181     NALTREXONE    CHEMBL19019       Naltrexone                      1984   0   Opioid receptors; mu/kappa/delta antagonist         ANTAGONIST                    
P35372        Opioid receptors; mu/kappa/delta                    CHEMBL2095181     NALTREXONE H  CHEMBL1201149     Naltrexone Hydrochloride        1984   0   Opioid receptors; mu/kappa/delta antagonist         ANTAGONIST                    
P35372        Opioid receptors; mu/kappa/delta                    CHEMBL2095181     ODELEPRAN     CHEMBL2103878     ODELEPRAN                              0   Opioid receptors; mu/kappa/delta antagonist         ANTAGONIST                    
P35372        Opioid receptors; mu/kappa/delta                    CHEMBL2095181     OXYMORPHONE   CHEMBL1200794     Oxymorphone Hydrochloride       1959   0   Opioid receptors; mu/kappa/delta agonist            AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         AXELOPRAN     CHEMBL3137313     AXELOPRAN                              0   Mu opioid receptor antagonist                       ANTAGONIST                    
P35372        Mu opioid receptor                                  CHEMBL233         AXOMADOL      CHEMBL2107731     AXOMADOL                               0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         ALFENTANIL H  CHEMBL1200531     Alfentanil Hydrochloride        1986   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         ALVIMOPAN     CHEMBL270190      Alvimopan                       2008   0   Mu opioid receptor antagonist                       ANTAGONIST                    
P35372        Mu opioid receptor                                  CHEMBL233         ANILERIDINE   CHEMBL1201047     Anileridine Hydrochloride       1982   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         ANILERIDINE   CHEMBL1200543     Anileridine Phosphate           1982   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         BEVENOPRAN    CHEMBL3039511     BEVENOPRAN                             0   Mu opioid receptor antagonist                       ANTAGONIST                    
P35372        Mu opioid receptor                                  CHEMBL233         BUPRENORPHIN  CHEMBL511142      Buprenorphine                   1981   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         BUPRENORPHIN  CHEMBL2368861     Buprenorphine Hydrochloride     1981   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         BUTORPHANOL   CHEMBL299400      Butorphanol Tartrate            1978   0   Mu opioid receptor partial agonist                  PARTIAL AGONIST               
P35372        Mu opioid receptor                                  CHEMBL233         DEZOCINE      CHEMBL1685        Dezocine                        1989   0   Mu opioid receptor partial agonist                  PARTIAL AGONIST               
P35372        Mu opioid receptor                                  CHEMBL233         DIFENOXIN HY  CHEMBL1200599     Difenoxin Hydrochloride         1978   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         DIHYDROCODEI  CHEMBL2062266     Dihydrocodeine Bitartrate       1983   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         DIPHENOXYLAT  CHEMBL1200665     Diphenoxylate Hydrochloride     1960   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         ELUXADOLINE   CHEMBL2159122     ELUXADOLINE                     2015   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         FAXELADOL     CHEMBL2103829     FAXELADOL                              0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         FRAKEFAMIDE   CHEMBL2105081     FRAKEFAMIDE                            0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         FENTANYL      CHEMBL596         Fentanyl                        1968   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         FENTANYL CIT  CHEMBL688         Fentanyl Citrate                1968   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         FENTANYL HYD  CHEMBL1201159     Fentanyl Hydrochloride          2006   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         HYDROMORPHON  CHEMBL1237055     Hydromorphone Hydrochloride     1984   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         LEVALLORPHAN  CHEMBL2062276     Levallorphan Tartrate           1982   0   Mu opioid receptor antagonist                       ANTAGONIST                    
P35372        Mu opioid receptor                                  CHEMBL233         LEVOMETHADYL  CHEMBL1200817     Levomethadyl Acetate Hydrochlo  1993   1   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         LEVORPHANOL   CHEMBL2062261     Levorphanol Tartrate            1991   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         LOPERAMIDE H  CHEMBL1707        Loperamide Hydrochloride        1976   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         METHYLSAMIDO  CHEMBL2364619     METHYLSAMIDORPHAN                      0   Mu opioid receptor antagonist                       ANTAGONIST                    
P35372        Mu opioid receptor                                  CHEMBL233         MEPERIDINE H  CHEMBL1701        Meperidine Hydrochloride        1942   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         METHADONE HY  CHEMBL1200825     Methadone Hydrochloride         1947   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         METHYLNALTRE  CHEMBL1201770     Methylnaltrexone Bromide        2008   0   Mu opioid receptor antagonist                       ANTAGONIST                    
P35372        Mu opioid receptor                                  CHEMBL233         MORPHINE SUL  CHEMBL2103744     Morphine Sulfate                1984   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         NALDEMEDINE   CHEMBL2105755     NALDEMEDINE                            0   Mu opioid receptor antagonist                       ANTAGONIST                    
P35372        Mu opioid receptor                                  CHEMBL233         NALOXEGOL OX  CHEMBL2219416     NALOXEGOL OXALATE               2014   0   Mu opioid receptor antagonist                       ANTAGONIST                    
P35372        Mu opioid receptor                                  CHEMBL233         Naltalimide   CHEMBL3545408     Naltalimide                            0   Mu opioid receptor partial agonist                  PARTIAL AGONIST               
P35372        Mu opioid receptor                                  CHEMBL233         OXYCODONE HY  CHEMBL1200890     Oxycodone Hydrochloride         1950   1   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         OXYCODONE TE  CHEMBL1200611     Oxycodone Terephthalate         1950   0   Mu opioid receptor agonist                          AGONIST                       
P35372        Mu opioid receptor                                  CHEMBL233         PROPOXYPHENE  CHEMBL1237104     Propoxyphene Hydrochloride      1957   1   Mu opioid receptor agonist                          AGONIST                       
